standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_I00715,CAGL0I05280g,1047,0.405,385.6807716241104,YIL023C,YKE4,NA,"Zinc transporter; localizes to the ER; null mutant is sensitive to calcofluor white, leads to zinc accumulation in cytosol; ortholog of the mouse KE4 and member of the ZIP (ZRT, IRT-like Protein) family",1-to-1,Anc_7.203,3,"1,2,4"
GWK60_I02695,CAGL0I07205g,1812,0.685,385.59501701893976,YOR138C,RUP1,NA,Protein that regulates ubiquitination of Rsp5p; has a WW domain consensus motif of PPPSY (residues 131-135) that mediates binding of Rsp5p to Ubp2p; contains an UBA domain; relative distribution to the nucleus increases upon DNA replication stress,1-to-1,Anc_5.475,4,"1,2,3,4"
GWK60_C05049,CAGL0C05533g,1314,0.175,385.5425370637336,YDL237W,AIM6,NA,Putative protein of unknown function; required for respiratory growth; YDL237W is not an essential gene,1-to-1,Anc_2.021,4,"1,2,3,4"
GWK60_A03069,CAGL0A03190g,726,0.075,385.52620893272854,YDR383C,NKP1,NA,Central kinetochore protein and subunit of the Ctf19 complex; mutants have elevated rates of chromosome loss; orthologous to fission yeast kinetochore protein fta4,1-to-1,Anc_5.463,3,"1,2,3"
GWK60_G07821,CAGL0G08085g,4737,0.7675,385.51618964820267,YDR093W,DNF2,NA,"Aminophospholipid translocase (flippase); localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase; DNF2 has a paralog, DNF1, that arose from the whole genome duplication",2-to-2,Anc_8.231,3,"2,3,4"
GWK60_I01133,CAGL0I05698g,2907,0.44999999999999996,385.28868607419645,NA,NA,NA,NA,2-to-1,Anc_6.304,4,"1,2,3,4"
GWK60_C01111,CAGL0C01507g,1692,0.425,383.6358476930227,YPL179W,PPQ1,NA,Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family,1-to-1,Anc_6.172,3,"1,2,4"
GWK60_D05973,CAGL0D05786g,1272,0.1575,383.0414424379175,YLL002W,RTT109,NA,Histone acetyltransferase; critical for cell survival in the presence of DNA damage during S phase; prevents hyper-amplification of rDNA; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p,1-to-1,Anc_5.217,4,"1,2,3,4"
GWK60_B00803,CAGL0B00968g,1239,0.22749999999999998,382.8263943124678,YCL027W,FUS1,NA,"Membrane protein localized to the shmoo tip; required for cell fusion; expression regulated by mating pheromone; proposed to coordinate signaling, fusion, and polarization events required for fusion; potential Cdc28p substrate",1-to-1,Anc_1.048,3,"1,2,3"
GWK60_E05247,CAGL0E05588g,2664,0.48,381.916053341062,YOR346W,REV1,NA,"Deoxycytidyl transferase; involved in repair of abasic sites and adducted guanines in damaged DNA by translesion synthesis (TLS); forms a complex with the subunits of DNA polymerase zeta, Rev3p and Rev7p; relocalizes from nucleus to cytoplasm upon DNA replication stress",1-to-1,Anc_7.046,4,"1,2,3,4"
GWK60_M11737,CAGL0M11792g,2694,0.77,381.286593667066,YAL031C,GIP4,NA,Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate,1-to-1,Anc_7.061,3,"1,2,3"
GWK60_A01023,CAGL0A01133g,2406,0.495,381.1262266388887,YPL270W,MDL2,NA,Mitochondrial inner membrane half-type ABC transporter; equired for respiratory growth at high temperature; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis,1-to-1,Anc_6.005,4,"1,2,3,4"
GWK60_C03597,CAGL0C04048g,1863,0.3175,381.0120343210961,NA,NA,NA,NA,1-to-0,NA,3,"1,2,4"
GWK60_L11627,CAGL0L03608g,2469,0.33499999999999996,380.9937606454753,YJL099W,CHS6,NA,"Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex that mediates export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane; CHS6 has a paralog, BCH2, that arose from the whole genome duplication",1-to-2,Anc_1.267,3,"2,3,4"
GWK60_F00517,CAGL0F00649g,1545,0.525,380.89052024079444,YGL158W,RCK1,NA,"Protein kinase involved in the response to oxidative stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog, RCK2, that arose from the whole genome duplication",2-to-2,Anc_1.390,3,"1,2,3"
GWK60_C03465,CAGL0C03850g,630,0.33,380.07155935951295,YIL010W,DOT5,NA,Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth,1-to-1,Anc_7.126,3,"1,3,4"
GWK60_C04147,CAGL0C04631g,999,0.1175,379.0383141156597,YJR100C,AIM25,NA,Putative protein of unknown function; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to murine NOR1; null mutant is viable and displays elevated frequency of mitochondrial genome loss,1-to-1,Anc_7.472,4,"1,2,3,4"
GWK60_H10505,CAGL0H10538g,894,0.13,378.50305843009414,YDL119C,NA,NA,"Putative mitochondrial transport protein; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in purified mitochondria",1-to-1,Anc_2.313,3,"1,3,4"
GWK60_B04235,CAGL0B04367g,849,0.28,378.4979524165941,YBR024W,SCO2,NA,"Protein anchored to mitochondrial inner membrane; may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p; SCO2 has a paralog, SCO1, that arose from the whole genome duplication",2-to-2,Anc_3.225,4,"1,2,3,4"
GWK60_G06193,CAGL0G06402g,1974,0.44,377.72245219587927,YOR356W,CIR2,NA,Putative ortholog of human ETF-dH; found in a large supramolecular complex with other mitochondrial dehydrogenases; may have a role in oxidative stress response; ETF-dH is also known as electron transfer flavoprotein dehydrogenase,1-to-1,Anc_7.033,3,"2,3,4"
GWK60_J01749,CAGL0J01892g,4125,0.84,377.2720065226531,YIR006C,PAN1,inviable,Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease,1-to-1,Anc_7.160,3,"1,3,4"
GWK60_M10857,CAGL0M10978g,1842,0.40499999999999997,376.15065758174114,NA,NA,NA,NA,1-to-0,Anc_6.347,3,"1,3,4"
GWK60_L14201,CAGL0L10208g,1755,0.3775,375.1679740152431,YOR054C,VHS3,NA,"Negative regulatory subunit of protein phosphatase 1 Ppz1p; involved in coenzyme A biosynthesis; subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p)",2-to-2,Anc_5.655,4,"1,2,3,4"
GWK60_I00209,CAGL0L00671g,1632,0.5750000000000001,375.13447279253705,YER056C,FCY2,NA,"Purine-cytosine permease; mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress",1-to-1,Anc_7.236,3,"1,2,4"
GWK60_B02585,CAGL0B02739g,2031,0.5875,375.0168879077805,YLR362W,STE11,NA,"Signal transducing MEK kinase; involved in pheromone response and pseudohyphal/invasive growth pathways where it phosphorylates Ste7p, and the high osmolarity response pathway, via phosphorylation of Pbs2p; regulated by Ste20p and Ste50p; protein abundance increases in response to DNA replication stress",1-to-1,Anc_4.202,3,"1,2,4"
GWK60_C04609,CAGL0C05093g,2115,0.775,373.7740848264035,YOL057W,NA,NA,Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers,1-to-1,Anc_3.171,4,"1,2,3,4"
GWK60_G01991,CAGL0G02123g,1416,0.5775,373.7102012335027,YKR077W,MSA2,NA,"Putative transcriptional activator; interacts with G1-specific transcription factor MBF and G1-specific promoters; MSA2 has a paralog, MSA1, that arose from the whole genome duplication",2-to-2,Anc_5.668,4,"1,2,3,4"
GWK60_G03773,CAGL0G03927g,1704,0.4175,373.5602070692542,YLL028W,TPO1,NA,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; phosphorylation enhances activity and sorting to the plasma membrane",2-to-1,Anc_4.030,4,"1,2,3,4"
GWK60_D06413,CAGL0D06226g,2331,0.1625,372.8940150708438,NA,NA,NA,NA,1-to-0,Anc_4.060,3,"1,2,3"
GWK60_M08745,CAGL0M08800g,900,0.66,372.3551113000487,YDR259C,YAP6,NA,"Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog, CIN5, that arose from the whole genome duplication",1-to-2,Anc_5.619,3,"2,3,4"
GWK60_E03465,CAGL0E03762g,1755,0.4425,372.1887729822112,YHL027W,RIM101,NA,Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to a alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC,1-to-1,Anc_4.021,4,"1,2,3,4"
GWK60_H02057,CAGL0H02277g,375,0.305,370.95598029659135,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_G01045,CAGL0G01188g,657,0.45,370.9230086304343,YLR350W,ORM2,NA,"Protein of unknown function; evolutionarily conserved, required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog, ORM1, that arose from the whole genome duplication",2-to-2,Anc_4.182,3,"1,2,3"
GWK60_K02145,CAGL0K02299g,1617,0.45,369.4392173645006,YER123W,YCK3,NA,Palmitoylated vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway,1-to-1,Anc_8.132,4,"1,2,3,4"
GWK60_J00473,CAGL0J00583g,2454,0.36,369.43714752036175,YHR028C,DAP2,NA,Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p,1-to-1,Anc_5.272,3,"2,3,4"
GWK60_E01947,CAGL0E02167g,609,0.435,369.2883791421642,YOL111C,MDY2,NA,Protein involved in inserting tail-anchored proteins into ER membranes; forms a complex with Get4p; required for efficient mating; involved in shmoo formation and nuclear migration in the pre-zygote; associates with ribosomes,1-to-1,Anc_3.065,3,"2,3,4"
GWK60_G05445,CAGL0G05632g,771,0.32,368.6008458259154,YDL218W,NA,NA,Putative protein of unknown function; YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions; expression also induced in cells treated with the mycotoxin patulin,1-to-1,Anc_2.061,3,"1,3,4"
GWK60_I05269,CAGL0I09768g,1527,0.575,368.16586478577045,YOR308C,SNU66,NA,Component of the U4/U6.U5 snRNP complex; involved in pre-mRNA splicing via spliceosome; also required for pre-5S rRNA processing and may act in concert with Rnh70p; has homology to human SART-1,1-to-1,Anc_8.786,3,"1,2,3"
GWK60_K01749,CAGL0K01903g,306,0.54,368.06740134797764,YDL012C,NA,NA,"Tail-anchored plasma membrane protein with a conserved CYSTM module; possibly involved in response to stress; may contribute to non-homologous end-joining (NHEJ) based on ydl012c htz1 double null phenotype; YDL012C has a paralog, YBR016W, that arose from the whole genome duplication",2-to-2,Anc_3.187,3,"1,2,4"
GWK60_B02189,CAGL0B02343g,1614,0.4375,367.795959283445,YML116W,ATR1,NA,"Multidrug efflux pump of the major facilitator superfamily; required for resistance to aminotriazole and 4-nitroquinoline-N-oxide; ATR1 has a paralog, YMR279C, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",2-to-2,Anc_8.843,4,"1,2,3,4"
GWK60_B02915,CAGL0B03069g,1005,0.51,367.5170206987302,YLR354C,TAL1,NA,"Transaldolase, enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate; TAL1 has a paralog, NQM1, that arose from the whole genome duplication",2-to-2,Anc_4.188,3,"1,3,4"
GWK60_F03707,CAGL0F04015g,1533,0.37250000000000005,367.0824871776085,YMR221C,NA,NA,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; physical interaction with Atg27p suggests a possible role in autophagy",1-to-1,Anc_8.739,4,"1,2,3,4"
GWK60_H10439,CAGL0H10472g,1074,0.415,366.58642489625703,YDL115C,IWR1,NA,"RNA polymerase II transport factor, conserved from yeast to humans; also has a role in transporting RNA polymerase III into the nucleus; interacts with most of the RNAP II subunits; nucleo-cytoplasmic shuttling protein; deletion causes hypersensitivity to K1 killer toxin; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress",1-to-1,Anc_2.322,3,"1,2,3"
GWK60_K01639,CAGL0K01793g,663,0.0925,366.51357016916705,YDL018C,ERP3,NA,Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport,1-to-1,Anc_3.182,3,"1,3,4"
GWK60_F05555,CAGL0F05951g,516,0.3675,365.7030144520763,YMR035W,IMP2,NA,"Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p), and Som1p",1-to-1,Anc_2.595,3,"1,2,3"
GWK60_B04103,CAGL0B04235g,942,0.23500000000000001,365.23493512052835,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_E03993,CAGL0E04312g,2067,0.815,365.12266405390454,YHR006W,STP2,NA,"Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog, STP1, that arose from the whole genome duplication",2-to-2,Anc_5.586,3,"1,2,4"
GWK60_K00187,CAGL0K00341g,423,0.3825,364.18813018733834,NA,NA,NA,NA,1-to-0,NA,3,"1,2,3"
GWK60_K03025,CAGL0K03179g,1698,0.61,363.71609781005884,YHL017W,NA,NA,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication",2-to-2,Anc_2.552,3,"2,3,4"
GWK60_L05841,CAGL0L01947g,2274,0.2975,363.37949854205164,YKL034W,TUL1,NA,Subunit of the DSC ubiquitin ligase complex; golgi-localized RING-finger ubiquitin ligase (E3) involved in sorting polar transmembrane domain containing membrane proteins to multivesicular bodies for delivery to the vacuole; proposed involvement in the quality control of misfolded TMD containing proteins; ortholog of fission yeast dsc1,1-to-1,Anc_2.545,3,"2,3,4"
GWK60_C04719,CAGL0C05203g,1428,0.4325,363.05387035444926,YOL062C,APM4,NA,Mu2-like subunit of the clathrin associated protein complex (AP-2); involved in vesicle transport,1-to-1,Anc_3.165,3,"1,3,4"
GWK60_H08855,CAGL0H08888g,2421,0.615,361.06467684255676,YGL139W,FLC3,NA,"Putative FAD transporter, similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog, FLC1, that arose from the whole genome duplication",2-to-2,Anc_6.241,4,"1,2,3,4"
GWK60_H09867,CAGL0H09922g,3348,0.7949999999999999,359.2797590659935,YBR045C,GIP1,NA,"Meiosis-specific regulatory subunit of the Glc7p protein phosphatase; regulates spore wall formation and septin organization, required for expression of some late meiotic genes and for normal localization of Glc7p",1-to-1,Anc_3.252,3,"2,3,4"
GWK60_H08525,CAGL0H08547g,546,0.26749999999999996,359.02584435274554,YPR051W,MAK3,NA,Catalytic subunit of the NatC type N-terminal acetyltransferase; involved in subcellular targeting of select N-terminally acetylated substrates to the Golgi apparatus (Arl3p and Grh1p) and the inner nuclear membrane (Trm1p); required for replication of dsRNA virus,1-to-1,Anc_3.331,3,"1,2,3"
GWK60_G03641,CAGL0G03773g,855,0.385,358.42981649778613,YLL023C,POM33,NA,"Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress",1-to-1,Anc_4.036,4,"1,2,3,4"
GWK60_F02827,CAGL0F03113g,1944,0.525,357.8467464781714,YDR425W,SNX41,NA,Sorting nexin; involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p,1-to-1,Anc_5.533,4,"1,2,3,4"
GWK60_J02123,CAGL0J02288g,1626,0.36,356.98007288645795,YIL015W,BAR1,NA,Aspartyl protease; secreted into the periplasmic space of mating type a cell; helps cells find mating partners; cleaves and inactivates alpha factor allowing cells to recover from alpha-factor-induced cell cycle arrest,1-to-1,Anc_7.182,4,"1,2,3,4"
GWK60_I05005,CAGL0I09504g,1587,0.3,356.6359892703467,YBR274W,CHK1,NA,Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase,1-to-1,Anc_1.336,3,"1,3,4"
GWK60_F02013,CAGL0F02277g,2523,0.7875,356.449835228952,YFR002W,NIC96,inviable,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup57p, and Nup49p)",2-to-1,Anc_8.094,3,"1,2,3"
GWK60_L13211,CAGL0L09207g,2178,0.455,355.313329583023,YPR003C,NA,NA,Putative sulfate permease; physically interacts with Hsp82p; green fluorescent protein (GFP)-fusion protein localizes to the ER; YPR003C is not an essential gene,1-to-1,Anc_8.099,3,"1,2,4"
GWK60_E04345,CAGL0E04642g,2445,0.6475,354.81593232413815,NA,NA,NA,NA,2-to-1,Anc_3.304,3,"1,2,3"
GWK60_E02585,CAGL0E02805g,2523,0.49,354.36296133352835,YBL008W,HIR1,NA,"Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores",1-to-1,Anc_4.106,4,"1,2,3,4"
GWK60_B04191,CAGL0B04323g,1293,0.2025,354.2193752883089,YBR026C,ETR1,NA,"2-enoyl thioester reductase; member of the medium chain dehydrogenase/reductase family; localized to in mitochondria, where it has a probable role in fatty acid synthesis",1-to-1,Anc_3.228,4,"1,2,3,4"
GWK60_I03091,CAGL0I07601g,900,0.1925,353.79521568254296,YOL096C,COQ3,NA,O-methyltransferase; catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis; component of a mitochondrial ubiquinone-synthesizing complex; phosphoprotein,1-to-1,Anc_3.099,3,"1,2,3"
GWK60_H00957,CAGL0H01177g,894,0.35,353.71054528165666,YDR284C,DPP1,NA,"Diacylglycerol pyrophosphate (DGPP) phosphatase; zinc-regulated vacuolar membrane-associated lipid phosphatase, dephosphorylates DGPP to phosphatidate (PA) and Pi, then PA to diacylglycerol; involved in lipid signaling and cell metabolism",1-to-1,Anc_5.297,3,"1,2,3"
GWK60_M02101,CAGL0M02189g,2019,0.47250000000000003,353.3893417267793,YPL155C,KIP2,NA,Kinesin-related motor protein involved in mitotic spindle positioning; stabilizes microtubules by targeting Bik1p to the plus end; Kip2p levels are controlled during the cell cycle,1-to-1,Anc_8.678,4,"1,2,3,4"
GWK60_K12485,CAGL0K12738g,1866,0.5725,352.3893142668394,YFL041W,FET5,NA,Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport,1-to-1,Anc_8.017,3,"1,2,3"
GWK60_A00341,CAGL0A00451g,3324,0.59,352.25913871477906,YGL013C,PDR1,NA,"Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog, PDR3, that arose from the whole genome duplication",1-to-2,Anc_4.113,3,"1,2,3"
GWK60_L08569,CAGL0L06644g,2487,0.41,352.0278410487942,NA,NA,NA,NA,2-to-1,Anc_5.094,3,"2,3,4"
GWK60_E01837,CAGL0E02057g,1932,0.7525,351.82804542540225,YOL117W,RRI2,NA,Subunit of the COP9 signalosome (CSN) complex; this complex cleaves the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; plays a role in the mating pheromone response,1-to-1,Anc_3.055,4,"1,2,3,4"
GWK60_C02563,CAGL0C02959g,2670,0.905,351.7604445417049,YOR270C,VPH1,NA,Subunit a of vacuolar-ATPase V0 domain; one of two isoforms (Vph1p and Stv1p); Vph1p is located in V-ATPase complexes of the vacuole while Stv1p is located in V-ATPase complexes of the Golgi and endosomes; relative distribution to the vacuolar membrane decreases upon DNA replication stress,1-to-1,Anc_8.718,3,"1,3,4"
GWK60_M01617,CAGL0M01716g,1308,0.24250000000000002,351.17569442849145,YBR083W,TEC1,NA,"Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upstream of filamentation genes, which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member",2-to-1,Anc_3.310,3,"1,2,3"
GWK60_D06171,CAGL0D06006g,1785,0.4975,351.16819349803444,YJR052W,RAD7,NA,Protein that binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad16p) during nucleotide excision repair (NER); subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex,1-to-1,Anc_1.492,3,"1,2,3"
GWK60_H06633,CAGL0H06699g,1953,0.6525,350.1341417794305,YIL155C,GUT2,NA,"Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner",1-to-1,Anc_5.711,3,"1,3,4"
GWK60_B01815,CAGL0B01969g,1272,0.2925,348.61113523667484,YDR125C,ECM18,NA,"Protein of unknown function; ECM18 has a paralog, ICT1, that arose from the whole genome duplication",2-to-2,Anc_8.284,4,"1,2,3,4"
GWK60_C00341,CAGL0C00517g,2547,0.325,347.9059012632247,YBR133C,HSL7,NA,"Protein arginine N-methyltransferase; exhibits septin and Hsl1p-dependent bud neck localization and periodic Hsl1p-dependent phosphorylation; required along with Hsl1p for bud neck recruitment, phosphorylation, and degradation of Swe1p; relocalizes away from bud neck upon DNA replication stress",1-to-1,Anc_3.399,4,"1,2,3,4"
GWK60_L15125,CAGL0L11154g,5187,0.59,347.50873045085706,YML059C,NTE1,NA,"Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization, affecting transcriptional regulation of phospholipid biosynthesis genes",1-to-1,Anc_4.318,4,"1,2,3,4"
GWK60_G07381,CAGL0G07667g,777,0.3675,347.31055157174853,YKR013W,PRY2,NA,"Sterol binding protein involved in the export of acetylated sterols; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); sterol export function is redundant with that of PRY1; may be involved in detoxification of hydrophobic compounds; PRY2 has a paralog, PRY1, that arose from the whole genome duplication",2-to-2,Anc_1.291,3,"1,2,3"
GWK60_D01309,CAGL0D01210g,693,0.525,346.2213995345787,NA,NA,NA,NA,1-to-0,NA,3,"1,2,4"
GWK60_A00473,CAGL0A00583g,1941,0.355,345.0832365541784,NA,NA,NA,NA,1-to-0,Anc_4.121,4,"1,2,3,4"
GWK60_F04499,CAGL0F04895g,2700,0.54,344.93331916487693,YPR160W,GPH1,NA,Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; expression is regulated by stress-response elements and by the HOG MAP kinase pathway,1-to-1,Anc_3.510,3,"1,2,3"
GWK60_F06149,CAGL0F06589g,1410,0.19,344.48251756053236,YMR065W,KAR5,NA,"Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen, may form a complex with Jem1p and Kar2p; expression of the gene is regulated by pheromone",1-to-1,Anc_2.632,3,"1,2,3"
GWK60_I04235,CAGL0I08745g,3702,0.28,343.6383300310573,YGR170W,PSD2,NA,Phosphatidylserine decarboxylase of the Golgi and vacuolar membranes; converts phosphatidylserine to phosphatidylethanolamine,1-to-1,Anc_5.174,3,"1,2,3"
GWK60_C04565,CAGL0C05049g,3546,0.56,342.9926012003874,YAR042W,SWH1,NA,"Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction; SWH1 has a paralog, OSH2, that arose from the whole genome duplication",2-to-2,Anc_3.175,4,"1,2,3,4"
GWK60_J04455,CAGL0J04642g,5745,0.5075,342.81896604756264,YLR422W,NA,NA,"Protein of unknown function with similarity to human DOCK proteins; interacts with Ino4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm, YLR422W is not an essential protein; DOCK proteins act as guanine nucleotide exchange factors",1-to-1,Anc_4.296,3,"1,2,3"
GWK60_M07271,CAGL0M07293g,4548,0.6024999999999999,342.1391786644986,YPL058C,PDR12,NA,Plasma membrane ATP-binding cassette (ABC) transporter; weak-acid-inducible multidrug transporter required for weak organic acid resistance; induced by sorbate and benzoate and regulated by War1p; mutants exhibit sorbate hypersensitivity,1-to-1,Anc_8.517,4,"1,2,3,4"
GWK60_I02783,CAGL0I07293g,5316,0.94,342.1130325963356,NA,NA,NA,NA,1-to-0,NA,3,"2,3,4"
GWK60_K04015,CAGL0K04147g,648,0.3775,341.81517864632235,YGR038W,ORM1,NA,"Protein of unknown function; evolutionarily conserved, required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; ORM1 has a paralog, ORM2, that arose from the whole genome duplication",2-to-2,Anc_4.182,4,"1,2,3,4"
GWK60_C04917,CAGL0C05423g,1014,0.335,340.3882468559608,YDL230W,PTP1,NA,"Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo, including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation",1-to-1,Anc_2.039,3,"1,2,3"
GWK60_G03729,CAGL0G03883g,2727,0.71,339.8291748516571,YLL026W,HSP104,NA,"Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress",1-to-1,Anc_4.032,4,"1,2,3,4"
GWK60_L16313,CAGL0L12342g,2676,0.2975,339.1325756752077,YLR092W,SUL2,NA,"High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates",1-to-1,Anc_8.271,4,"1,2,3,4"
