standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_A00253,CAGL0A00363g,2355,0.4025,782.5192933545025,YGL009C,LEU1,NA,Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway,1-to-1,Anc_4.107,4,"1,2,3,4"
GWK60_C04411,CAGL0C04917g,3342,0.155,780.6946864330314,YJR109C,CPA2,NA,"Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",1-to-1,Anc_7.494,4,"1,2,3,4"
GWK60_K02541,CAGL0K02673g,2748,0.4225,778.8922584577689,YHL007C,STE20,NA,"Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family",2-to-1,Anc_2.496,4,"1,2,3,4"
GWK60_D05753,CAGL0D05566g,1410,0.2175,777.7999963368197,YLL012W,YEH1,NA,"Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication",2-to-2,Anc_5.200,4,"1,2,3,4"
GWK60_E02321,CAGL0E02519g,948,0.175,775.9132990029536,YOL002C,IZH2,NA,"Plasma membrane receptor for plant antifungal protein, osmotin; involved in zinc ion homeostasis, apoptosis; negatively regulates ZRT1 and other functionally divergent genes through CCCTC promoter motif (IzRE); modulates FET3 activity in iron-independent manner; affects gene expression by influencing balance of competition between Msn2p/Msn4p and Nrg1p/Nrg2p for binding to the IzRE; transcription regulated by Zap1p, zinc, fatty acid levels; similar to mammalian adiponectins",1-to-1,Anc_6.027,4,"1,2,3,4"
GWK60_H09097,CAGL0H09130g,3048,0.3675,771.7557786129737,YKL201C,MNN4,NA,"Putative positive regulator of mannosylphosphate transferase Mnn6p; involved in mannosylphosphorylation of N-linked oligosaccharides; expression increases in late-logarithmic and stationary growth phases; coding sequence contains length polymorphisms in different strains; MNN4 has a paralog, YJR061W, that arose from the whole genome duplication",2-to-2,Anc_1.509,4,"1,2,3,4"
GWK60_H09361,CAGL0H09394g,906,0.1675,771.6147318990953,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_M08459,CAGL0M08514g,633,0.3675,769.1436405299883,YKL163W,PIR3,NA,"O-glycosylated covalently-bound cell wall protein; required for cell wall stability; expression is cell cycle regulated, peaking in M/G1 and also subject to regulation by the cell integrity pathway; coding sequence contains length polymorphisms in different strains; PIR3 has a paralog, HSP150, that arose from the whole genome duplication",2-to-2,Anc_1.188,4,"1,2,3,4"
GWK60_H06567,CAGL0H06633g,1635,0.3,769.135111152839,YKR097W,PCK1,NA,"Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol",1-to-1,Anc_5.708,4,"1,2,3,4"
GWK60_J01837,CAGL0J01980g,3159,0.2475,758.6834930254101,YIR002C,MPH1,NA,"3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA in error-free bypass pathway, stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; similar to FANCM human Fanconi anemia complementation group protein that with MHF complex is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases",1-to-1,Anc_7.153,4,"1,2,3,4"
GWK60_L08437,CAGL0L06776g,2487,0.39,756.5015595273957,NA,NA,NA,NA,2-to-1,Anc_2.395,4,"1,2,3,4"
GWK60_E05291,CAGL0E05632g,1797,0.4575,756.4790422548655,YOR348C,PUT4,NA,Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells,1-to-1,Anc_7.044,4,"1,2,3,4"
GWK60_J02673,CAGL0J02860g,1212,0.1875,754.2208722460974,YER051W,JHD1,NA,"JmjC domain family histone demethylase specific for H3-K36; similar to proteins found in human, mouse, drosophila, X. laevis, C. elegans, and S. pombe",1-to-1,Anc_7.224,4,"1,2,3,4"
GWK60_K00429,CAGL0K00583g,897,0.0975,749.3479381824645,YJL196C,ELO1,NA,"Elongase I, medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog, FEN1, that arose from the whole genome duplication",2-to-2,Anc_1.140,4,"1,2,3,4"
GWK60_C00363,CAGL0C00539g,2328,0.325,739.2289891196114,YBR132C,AGP2,NA,Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes,1-to-1,Anc_3.397,4,"1,2,3,4"
GWK60_E06039,CAGL0E06402g,291,0.055,737.9510761154392,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_K12309,CAGL0K12562g,5049,0.3825,737.6033326205834,YFL033C,RIM15,NA,"Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible protein kinase; involved in signal transduction during cell proliferation in response to nutrients, specifically the establishment of stationary phase; identified as a regulator of IME2; substrate of Pho80p-Pho85p kinase",1-to-1,Anc_8.034,4,"1,2,3,4"
GWK60_C03883,CAGL0C04367g,321,0.052500000000000005,734.5862937041278,YBL001C,ECM15,NA,"Non-essential protein of unknown function; likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis",1-to-1,Anc_3.206,4,"1,2,3,4"
GWK60_I06215,CAGL0I10791g,1008,0.2175,733.1915619928304,YJL088W,ARG3,NA,Ornithine carbamoyltransferase; also known as carbamoylphosphate:L-ornithine carbamoyltransferase; catalyzes the biosynthesis of the arginine precursor citrulline,1-to-1,Anc_1.279,4,"1,2,3,4"
GWK60_L07227,CAGL0L07986g,1935,0.3025,730.1030664770046,YCR026C,NPP1,NA,"Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog, NPP2, that arose from the whole genome duplication, and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants",1-to-2,Anc_1.444,4,"1,2,3,4"
GWK60_G01023,CAGL0G01166g,888,0.1675,729.1383145916614,YLR348C,DIC1,NA,"Mitochondrial dicarboxylate carrier; integral membrane protein, catalyzes a dicarboxylate-phosphate exchange across the inner mitochondrial membrane, transports cytoplasmic dicarboxylates into the mitochondrial matrix",1-to-1,Anc_1.123,4,"1,2,3,4"
GWK60_K10395,CAGL0K10626g,2091,0.37,726.49199447245,YFR015C,GSY1,NA,"Glycogen synthase; expression induced by glucose limitation, nitrogen starvation, environmental stress, and entry into stationary phase; GSY1 has a paralog, GSY2, that arose from the whole genome duplication; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress",2-to-2,Anc_1.375,4,"1,2,3,4"
GWK60_A02981,CAGL0A03102g,1950,0.4975,722.1563317868656,YDR380W,ARO10,NA,"Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway",1-to-1,Anc_5.456,4,"1,2,3,4"
GWK60_H09735,CAGL0H09768g,702,0.14250000000000002,719.6378473832683,YER004W,FMP52,NA,Protein of unknown function; localized to the mitochondrial outer membrane; induced by treatment with 8-methoxypsoralen and UVA irradiation,1-to-1,Anc_7.148,4,"1,2,3,4"
GWK60_H06347,CAGL0H06435g,312,0.04,718.800863835583,YLR390W,ECM19,NA,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1-to-1,Anc_4.247,4,"1,2,3,4"
GWK60_A04169,CAGL0A04279g,1155,0.4375,712.0203482446801,YBL055C,NA,NA,3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases,1-to-1,Anc_7.373,4,"1,2,3,4"
GWK60_E00583,CAGL0E00803g,1140,0.055,708.6977515387389,YDR171W,HSP42,NA,Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress,1-to-1,Anc_8.369,4,"1,2,3,4"
GWK60_B00737,CAGL0B00902g,2409,0.5,707.6508596735817,YCL030C,HIS4,NA,"Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase; phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activities; catalyzes the second, third, ninth and tenth steps in histidine biosynthesis",1-to-1,Anc_1.045,4,"1,2,3,4"
GWK60_D06215,CAGL0D06050g,1575,0.35,698.6099317774443,YJR054W,KCH1,NA,"Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog, PRM6, that arose from the whole genome duplication",2-to-2,Anc_1.495,4,"1,2,3,4"
GWK60_E02871,CAGL0E03113g,972,0.1975,698.3250804463646,YGR152C,RSR1,NA,"GTP-binding protein of the Ras superfamily; required for bud site selection, morphological changes in response to mating pheromone, and efficient cell fusion; localized to the plasma membrane; significantly similar to mammalian Rap GTPases",1-to-1,Anc_4.073,4,"1,2,3,4"
GWK60_C04587,CAGL0C05071g,1665,0.595,694.8851945131925,YOL055C,THI20,NA,"Trifunctional enzyme of thiamine biosynthesis, degradation and salvage; has hydroxymethylpyrimidine (HMP) kinase, HMP-phosphate (HMP-P) kinase and thiaminase activities; member of a gene family with THI21 and THI22; HMP and HMP-P kinase activity redundant with Thi21p",1-to-1,Anc_3.174,4,"1,2,3,4"
GWK60_B04433,CAGL0B04565g,1224,0.2175,690.4148850824627,YOR099W,KTR1,NA,"Alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; type II membrane protein; member of the KRE2/MNT1 mannosyltransferase family; relocalizes from vacuole to cytoplasm upon DNA replication stress",1-to-1,Anc_2.185,4,"1,2,3,4"
GWK60_D04895,CAGL0D04730g,1302,0.2025,689.0885747091519,YPR125W,YLH47,NA,"Mitochondrial inner membrane protein; exposed to the mitochondrial matrix; associates with mitochondrial ribosomes; NOT required for respiratory growth; homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome",1-to-1,Anc_3.461,4,"1,2,3,4"
GWK60_E02519,CAGL0E02739g,1032,0.13,688.3752313545078,YOR007C,SGT2,NA,"Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; has similarity to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress",1-to-1,Anc_6.021,4,"1,2,3,4"
GWK60_A02123,CAGL0A02321g,1671,0.4075,684.2917038193629,YDR345C,HXT3,NA,"Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog, HXT5, that arose from the whole genome duplication",2-to-2,Anc_5.396,4,"1,2,3,4"
GWK60_K03905,CAGL0K04037g,5694,0.41250000000000003,681.5995146805208,YGR032W,GSC2,NA,"Catalytic subunit of 1,3-beta-glucan synthase; involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; GSC2 has a paralog, FKS1, that arose from the whole genome duplication",2-to-2,Anc_4.173,4,"1,2,3,4"
GWK60_L09955,CAGL0L05258g,417,0.565,678.9058512070843,YKL086W,SRX1,NA,"Sulfiredoxin; contributes to oxidative stress resistance by reducing cysteine-sulfinic acid groups in the peroxiredoxin Tsa1p, which is formed upon exposure to oxidants; conserved in higher eukaryotes; protein abundance increases in response to DNA replication stress",1-to-1,Anc_2.642,4,"1,2,3,4"
GWK60_A00363,CAGL0A00473g,2361,0.34249999999999997,672.2354181106549,YGL014W,PUF4,NA,Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors,1-to-1,Anc_4.114,4,"1,2,3,4"
GWK60_C04103,CAGL0C04587g,2127,0.2475,670.3742254540705,YJR098C,NA,NA,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1-to-1,Anc_1.114,4,"1,2,3,4"
GWK60_J03839,CAGL0J04026g,3597,0.6025,668.5052955065771,YOR227W,HER1,NA,"Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on co-purification experiments; HER1 has a paralog, GIP3, that arose from the whole genome duplication",2-to-2,Anc_8.648,4,"1,2,3,4"
GWK60_M08767,CAGL0M08822g,2364,0.3625,668.1477946431332,YDR258C,HSP78,NA,Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates,1-to-1,Anc_5.618,4,"1,2,3,4"
GWK60_L12903,CAGL0L08888g,3582,0.2375,664.4430134202323,YPL006W,NCR1,NA,"Vacuolar membrane protein; transits through the biosynthetic vacuolar protein sorting pathway, involved in sphingolipid metabolism; glycoprotein and functional orthologue of human Niemann Pick C1 (NPC1) protein",1-to-1,Anc_8.083,4,"1,2,3,4"
GWK60_L12639,CAGL0L08624g,6255,0.5,664.3644904143669,NA,NA,NA,NA,2-to-1,Anc_8.069,4,"1,2,3,4"
GWK60_K03575,CAGL0K03707g,2733,0.51,662.0998332587673,YMR124W,NA,NA,"Protein of unknown function; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; not an essential gene; predicted to have a role in organelle organization; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication",1-to-2,Anc_2.414,4,"1,2,3,4"
GWK60_D03047,CAGL0D02882g,2004,0.35000000000000003,660.4367906494014,YLR006C,SSK1,NA,Cytoplasmic response regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate,1-to-1,Anc_5.230,4,"1,2,3,4"
GWK60_A01155,CAGL0A01243g,1596,0.33999999999999997,650.3781398378804,NA,NA,NA,NA,1-to-0,Anc_5.530,4,"1,2,3,4"
GWK60_J03003,CAGL0J03212g,1554,0.4,647.120054616005,YER073W,ALD5,NA,Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed,1-to-1,Anc_7.261,4,"1,2,3,4"
GWK60_C03509,CAGL0C03894g,1884,0.43,645.2962408786273,YIL014W,MNT3,NA,"Alpha-1,3-mannosyltransferase; adds the fourth and fifth alpha-1,3-linked mannose residues to O-linked glycans during protein O-glycosylation",1-to-1,Anc_7.123,4,"1,2,3,4"
GWK60_G06963,CAGL0G07271g,588,0.28,645.2899389966175,YML028W,TSA1,NA,"Thioredoxin peroxidase; acts as both a ribosome-associated and free cytoplasmic antioxidant; self-associates to form a high-molecular weight chaperone complex under oxidative stress; deletion results in mutator phenotype; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress; required for telomere length maintenace; TSA1 has a paralog, TSA2, that arose from the whole genome duplication",2-to-2,Anc_5.569,4,"1,2,3,4"
GWK60_H06369,CAGL0H06457g,3027,0.295,644.0511550348887,YLR389C,STE23,NA,Metalloprotease; involved in N-terminal processing of pro-a-factor to the mature form; expressed in both haploids and diploids; member of the insulin-degrading enzyme family; homolog Axl1p is also involved in processing of pro-a-factor,1-to-1,Anc_4.246,4,"1,2,3,4"
GWK60_M13255,CAGL0M13321g,687,0.16,641.4189600376969,YHR181W,SVP26,NA,Integral membrane protein of the early Golgi apparatus and ER; involved in COP II vesicle transport; may also function to promote retention of proteins in the early Golgi compartment,1-to-1,Anc_5.057,4,"1,2,3,4"
GWK60_M07293,CAGL0M07315g,1089,0.08,640.6038883953034,YPL057C,SUR1,NA,"Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p; SUR1 has a paralog, CSH1, that arose from the whole genome duplication",2-to-2,Anc_8.514,4,"1,2,3,4"
GWK60_B03245,CAGL0B03421g,4068,0.2025,639.0467327080981,YLR256W,HAP1,NA,Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus,2-to-1,Anc_1.380,4,"1,2,3,4"
GWK60_E04323,CAGL0E04620g,1290,0.305,637.2377436575933,YDR055W,PST1,NA,"Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway, as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog, ECM33, that arose from the whole genome duplication",2-to-2,Anc_3.302,4,"1,2,3,4"
GWK60_I05621,CAGL0I10125g,231,0.2725,634.4300920760068,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_F01067,CAGL0F01265g,1872,0.6225,633.4149163059685,YOL028C,YAP7,NA,"Putative basic leucine zipper (bZIP) transcription factor; YAP7 has a paralog, YAP5, that arose from the whole genome duplication",2-to-2,Anc_7.115,4,"1,2,3,4"
GWK60_A01595,CAGL0A01782g,1707,0.2875,631.5941326809328,YHR092C,HXT4,NA,"High-affinity glucose transporter; member of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog, HXT7, that arose from the whole genome duplication",2-to-2,Anc_5.394,4,"1,2,3,4"
GWK60_D03487,CAGL0D03322g,1638,0.45999999999999996,628.4267506887779,YLR023C,IZH3,NA,"Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity",1-to-1,Anc_5.197,4,"1,2,3,4"
GWK60_G05335,CAGL0G05522g,279,0.025,626.8177040658849,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_G03289,CAGL0G03421g,3051,0.415,626.7849188586467,YER109C,FLO8,NA,NA,1-to-1,Anc_7.406,4,"1,2,3,4"
GWK60_G05511,CAGL0G05698g,3288,0.2975,624.6853428267775,YDL215C,GDH2,NA,NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels,1-to-1,Anc_2.068,4,"1,2,3,4"
GWK60_M10395,CAGL0M10417g,630,0.21750000000000003,622.0130915117512,YDR003W,RCR2,NA,"Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication",2-to-2,Anc_3.200,4,"1,2,3,4"
GWK60_L16005,CAGL0L12034g,3378,0.475,621.8740064935205,YER176W,ECM32,NA,"DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes",1-to-1,Anc_8.242,4,"1,2,3,4"
GWK60_M05753,CAGL0M05797g,1005,0.085,621.7938895691204,YGL063W,PUS2,NA,"Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification; PUS2 has a paralog, PUS1, that arose from the whole genome duplication",2-to-2,Anc_6.226,4,"1,2,3,4"
GWK60_H04521,CAGL0H04631g,1767,0.4225,617.7778168470333,YML007W,YAP1,NA,"Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog, CAD1, that arose from the whole genome duplication",2-to-2,Anc_5.528,4,"1,2,3,4"
GWK60_A01177,CAGL0A01284g,4206,0.355,615.5511608525255,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_H02321,CAGL0H02519g,1155,0.4975,615.5348374784363,YMR253C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene,1-to-1,Anc_8.804,4,"1,2,3,4"
GWK60_M12837,CAGL0M12925g,741,0.2925,615.3067295565611,YHR044C,DOG1,NA,"2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases; confers 2-deoxyglucose resistance when overexpressed, in vivo substrate has not yet been identified; DOG1 has a paralog, DOG2, that arose from a single-locus duplication",1-to-1,Anc_5.290,4,"1,2,3,4"
GWK60_L12969,CAGL0L08954g,1365,0.22749999999999998,613.8975925677855,YPL003W,ULA1,NA,Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation,1-to-1,Anc_8.086,4,"1,2,3,4"
GWK60_I01419,CAGL0I05962g,1716,0.41000000000000003,613.2589583145011,YJL146W,IDS2,NA,Protein involved in modulation of Ime2p activity during meiosis; appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation,1-to-1,Anc_1.204,4,"1,2,3,4"
GWK60_E05731,CAGL0E06094g,174,0.45,609.9834253417297,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_A01265,CAGL0A01430g,2124,0.32999999999999996,603.5867019065715,YGL026C,TRP5,NA,Tryptophan synthase; catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis,1-to-1,Anc_4.092,4,"1,2,3,4"
GWK60_M12309,CAGL0M12364g,237,0.10750000000000001,602.8981069120159,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_K02519,CAGL0K02651g,1884,0.4125,602.7794260139286,YHL008C,NA,NA,Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole,1-to-1,Anc_2.540,4,"1,2,3,4"
GWK60_E04103,CAGL0E04422g,768,0.21,601.1860683533556,YHR012W,VPS29,NA,Subunit of the membrane-associated retromer complex; endosomal protein; essential for endosome-to-Golgi retrograde transport; forms a subcomplex with Vps35p and Vps26p that selects cargo proteins for endosome-to-Golgi retrieval,1-to-1,Anc_5.599,4,"1,2,3,4"
GWK60_G00957,CAGL0G01100g,1569,0.1825,599.7018717448581,YLR345W,NA,NA,Similar to 6-phosphofructo-2-kinase enzymes; mRNA expression is repressed by the Rfx1p-Tup1p-Ssn6p repressor complex; YLR345W is not an essential gene,1-to-1,Anc_4.177,4,"1,2,3,4"
GWK60_I04499,CAGL0I09009g,1023,0.14750000000000002,598.3199919686765,YFR025C,HIS2,NA,"Histidinolphosphatase; catalyzes the eighth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control",1-to-1,Anc_1.351,4,"1,2,3,4"
GWK60_H09757,CAGL0H09812g,2952,0.13749999999999998,595.8117346790915,YDR006C,SOK1,NA,Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13,1-to-1,Anc_3.195,4,"1,2,3,4"
GWK60_I03597,CAGL0I08085g,462,0.08,594.9003465785821,YOL071W,EMI5,NA,Subunit of succinate dehydrogenase; complex couples succinate oxidation to ubiquinone reduction; required for FAD cofactor attachment to Sdh1p; mutations in human ortholog PGL2 are associated with neuroendocrine tumors (paraganglioma),1-to-1,Anc_3.144,4,"1,2,3,4"
GWK60_C03047,CAGL0C03443g,1341,0.63,594.6688206010809,YNR050C,LYS9,NA,"Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112",1-to-1,Anc_6.376,4,"1,2,3,4"
GWK60_E01815,CAGL0E02035g,1596,0.2625,593.5328380964181,YOL119C,MCH4,NA,Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport,1-to-1,Anc_3.053,4,"1,2,3,4"
GWK60_G00209,CAGL0G00308g,1125,0.2125,593.3082236611449,YGR279C,SCW4,NA,"Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that arose from the whole genome duplication",2-to-2,Anc_5.015,4,"1,2,3,4"
GWK60_E02695,CAGL0E02915g,1497,0.23750000000000002,593.2070806226021,NA,NA,NA,NA,2-to-1,Anc_4.089,4,"1,2,3,4"
GWK60_J02739,CAGL0J02926g,384,0.5075,592.085607758856,YER058W,PET117,NA,Protein required for assembly of cytochrome c oxidase,1-to-1,Anc_7.239,4,"1,2,3,4"
GWK60_M10527,CAGL0M10571g,1860,0.2475,591.471632423209,YNR019W,ARE2,NA,"Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen; ARE2 has a paralog, ARE1, that arose from the whole genome duplication",2-to-2,Anc_6.317,4,"1,2,3,4"
GWK60_H09977,CAGL0H10032g,597,0.2175,591.2324007674663,YBR052C,RFS1,NA,"Protein of unknown function; member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; RFS1 has a paralog, PST2, that arose from the whole genome duplication",2-to-2,Anc_3.261,4,"1,2,3,4"
GWK60_M10439,CAGL0M10483g,1299,0.1325,587.4130973933536,YDL001W,RMD1,NA,Cytoplasmic protein required for sporulation,1-to-1,Anc_3.209,4,"1,2,3,4"
GWK60_H01507,CAGL0H01705g,411,0.055,585.6987829041185,YDR519W,FPR2,NA,Membrane-bound peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; expression pattern suggests possible involvement in ER protein trafficking; relocalizes from nucleus to vacuole upon DNA replication stress,1-to-1,Anc_1.028,4,"1,2,3,4"
GWK60_I05093,CAGL0I09592g,1179,0.057499999999999996,585.5689065915682,YOR303W,CPA1,NA,"Small subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an attenuator peptide encoded by YOR302W within the CPA1 mRNA 5'-leader",1-to-1,Anc_8.776,4,"1,2,3,4"
GWK60_A00979,CAGL0A01089g,1608,0.65,585.229687816643,YPL272C,PBI1,NA,Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene,1-to-1,Anc_6.008,4,"1,2,3,4"
GWK60_C04389,CAGL0C04895g,2070,0.3,585.0239476425389,YJR110W,YMR1,NA,"Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways, including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family",1-to-1,Anc_7.491,4,"1,2,3,4"
