Standard name,Common name,Sc ortholog,Essential in Sc,Sc synthetic lethals,Sc fitness,Essential in albicans,Sp ortholog,Essential in Sp,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description
CR_03690W_A,,,,,,No,fra1,No,14,1320,2211,0.24462105059119982,1,607,0.2745364088647671,0.2745364083578488,0.13021811246902484,ORF|Uncharacterized,Has domain(s) with predicted hydrolase activity and role in cellular process
CR_03700C_A,,SPP41,,,,No,,,13,772,3546,0.16538735932288223,0,1197,0.33756345177664976,0.33756345177664876,0.1227609977068224,ORF|Uncharacterized,Ortholog of S. cerevisiae Spp41; protein involved in negative regulation of expression of spliceosome components PRP4 and PRP3 in S. cerevisiae; mutants are viable
CR_03710C_A,,,,,,No,,,6,444,903,0.31144939753061934,0,403,0.44629014396456257,0.44589555681551,0.0,ORF|Uncharacterized,Protein of unknown function; induced by nitric oxide; oxidative stress-induced via Cap1; fungal-specific (no human or murine homolog)
CR_03720W_A,TAL1,TAL1,,No,0.9842,No,tal1,No,0,0,972,0.0,0,972,1.0,0.9995563363209258,0.0,ORF|Verified,Transaldolase; protein present in exponential and stationary growth phase yeast cultures; oxidative stress-induced via Cap1; induced by nitric oxide independent of Yhb1p; sumoylation target; rat catheter biofilm repressed
CR_03730C_A,,,,,,No,SPAC3A12.06c,No,8,343,1719,0.280840433904801,0,348,0.2024432809773124,0.2024432297655081,0.14580933291058457,ORF|Uncharacterized,Predicted transmembrane transporter; rat catheter and Spider biofilm induced
CR_03740C_A,,FMN1,,,,No,fmn1,Yes,0,0,531,0.0,0,531,1.0,0.9647702807940784,0.0,ORF|Uncharacterized,"Protein similar to S. cerevisiae Fmn1p, which is riboflavin kinase; predicted Kex2p substrate; Hap43p-repressed gene"
CR_03750C_A,PRP42,PRP42,,,,No,usp105,Yes,0,0,1182,0.0,0,1182,1.0,0.9999456493699554,0.0,ORF|Uncharacterized,"Putative component of the U1 snRNP, involved in splicing; ortholog of S. cerevisiae PRP42"
CR_03760W_A,,NNT1,,,1.0160,No,nnt1,No,6,411,789,0.4484364087840459,3,172,0.21799746514575413,0.21739593565778503,0.1851790480928101,ORF|Uncharacterized,"Ortholog(s) have N-terminal protein N-methyltransferase activity, protein-lysine N-methyltransferase activity and role in N-terminal peptidyl-glycine methylation, chromatin silencing at rDNA, peptidyl-lysine dimethylation"
CR_03770C_A,RPS30,RPS30B,,Yes,0.6980,,rps3001,No,1,3,528,0.31329257246376807,0,149,0.7760416666666666,0.3725082724834287,0.0,ORF|Uncharacterized,Putative 40S ribosomal protein S30; colony morphology-related gene regulation by Ssn6; rat catheter biofilm repressed
CR_03780C_A,,,,,,No,,,4,668,738,0.3404779502340478,0,379,0.513550135501355,0.511194641621198,0.0,ORF|Uncharacterized,Protein of unknown function; Spider biofilm induced
CR_03790C_A,KRE1,KRE1,,,NaN,,,,1,16,393,0.17174695095200493,0,283,0.7201017811704835,0.6288284626601378,0.0,ORF|Verified,"Cell wall glycoprotein; beta glucan synthesis; increases glucan content in S. cerevisiae kre1, complements killer toxin sensitivity; caspofungin induced; Spider/rat catheter/flow model biofilm induced; Bcr1-repressed in RPMI a/a biofilms"
CR_03800C_A,PPH3,PPH3,,No,0.9985,No,ppe2,No,6,420,996,0.4246372519988155,4,361,0.3919652551574376,0.39167574522773124,0.0,ORF|Verified,Putative catalytic subunit of protein phosphatase complex; functions with regulatory subunit Psy2p in dephosphorylation of Rad53p in response to DNA damage; dephosphorylates Rfa2p in G1 phase; ortholog of S. cerevisiae Pph3p
CR_03810W_A,PRP13,,,,,,SPBC83.05,No,0,0,2604,0.0,4,2604,1.0,0.999999999963729,0.0,ORF|Uncharacterized,Putative integral inner mitochondrial membrane protein with similarity to exonucleases
CR_03820C_A,ULP2,ULP1,,,,No,ulp1,No,2,44,1476,0.07984218077474893,10,881,0.5968834688346883,0.5968817537296848,0.0,ORF|Verified,SUMO deconjugation enzyme; removes the small ubiquitin-like modifier (SUMO) from proteins; Spider biofilm induced
CR_03830C_A,MCM2,MCM2,,No,,,mcm2,Yes,2,30,2712,0.04290092381608464,0,2153,0.7938790560471977,0.793879056037419,0.0,ORF|Uncharacterized,Phosphorylated protein of unknown function; transcription is periodic with a peak at M/G1 phase of the cell cycle
CR_03840C_A,,,,,,,,,3,446,513,0.2989646246764452,0,196,0.3820662768031189,0.3660628167966328,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_29080, C. parapsilosis CDC317 : CPAR2_202490, Candida tenuis NRRL Y-1498 : CANTEDRAFT_112323 and Debaryomyces hansenii CBS767 : DEHA2F19184g"
CR_03850W_A,HGT3,YDL199C,,,1.0092,No,itr2,Yes,11,930,1944,0.3202746522894202,2,493,0.2536008230452675,0.2536008162835833,0.13834614278465043,ORF|Uncharacterized,"Putative glucose transporter of the major facilitator superfamily; the C. albicans glucose transporter family comprises 20 members; 12 probable membrane-spanning segments, extended C terminus; expressed in rich medium with 2% glucose"
CR_03860C_A,,MGR3,,No,0.8635,,mgr3,No,7,325,1665,0.2473088473088473,5,471,0.2828828828828829,0.2828827600845924,0.138888592073617,ORF|Uncharacterized,"Putative protein similar to S. cerevisiae Mgr3p, a subunit of the i-AAA protease supercomplex that degrades misfolded mitochondrial proteins"
CR_03870W_A,,YDL157C,,,0.9440,,,,4,407,303,0.8263272041489864,2,187,0.6171617161716172,0.4547962789466983,0.0,ORF|Uncharacterized,Putative protein of unknown function; Hap43p-repressed gene; S. cerevisiae ortholog YDL157C localizes to mitochondria
CR_03880W_A,IFF9,,,,,,,,7,864,2826,0.17247298437585062,2,2316,0.8195329087048833,0.8195329087016548,0.0,ORF|Verified,"Predicted GPI-linked cell-wall protein; similar to Hyr1; induced in low iron; possibly an essential gene, disruptants not obtained by UAU1 method"
CR_03890W_A,WOR3,,,,,No,,,12,706,1926,0.3793358758364416,1,404,0.20976116303219106,0.20976115633639358,0.15389556487948805,ORF|Verified,Transcription factor; modulator of white-opaque switch; induced in opaque cells; promoter bound by Wor1; overexpression at 25 degr shifts cells to opaque state; deletion stabilizes opaque cells at higher temperatures; Spider biofilm induced
CR_03900W_A,HST7,STE7,,NaN,NaN,No,byr1,No,12,364,1770,0.3714730205518709,3,954,0.5389830508474577,0.5389829689723891,0.21787030335869365,ORF|Verified,MAP kinase kinase involved in mating and hyphal growth signal transduction pathways; phosphorylates Cek1p; wild-type virulence in mouse systemic infection; functional homolog of S. cerevisiae Ste7p; mutants are hypersensitive to caspofungin
CR_03910C_A,,TAF12,,,,,taf12,Yes,4,192,2253,0.0870572569906791,3,1425,0.6324900133155792,0.632490012548239,0.0,ORF|Uncharacterized,"Ortholog(s) have RNA polymerase II activating transcription factor binding, TBP-class protein binding, chromatin binding, protein complex scaffold activity"
CR_03920C_A,TPO4,TPO4,,NaN,0.9950,No,SPBC530.15c,No,14,1942,2109,0.25443292262514233,1,416,0.19724988146040778,0.1972498804503759,0.163050549104721,ORF|Uncharacterized,Putative sperimidine transporter; fungal-specific (no human or murine homolog); Spider biofilm induced; promoter bound by Tec1 and Ndt80; Bcr1-repressed in RPMI a/a biofilms
CR_03930C_A,,BRL1,,,,,,,3,335,1302,0.09358151862895696,0,1257,0.9654377880184332,0.965421983109671,0.0,ORF|Uncharacterized,"Ortholog(s) have role in mRNA export from nucleus, nuclear envelope organization, protein export from nucleus and endoplasmic reticulum, nuclear envelope localization"
CR_03940W_A,,IPI1,,,,,ipi1,Yes,2,2,1101,0.07868294392356269,0,995,0.9037238873751136,0.9036134822027342,0.0,ORF|Uncharacterized,Putative rRNA processing protein; rat catheter biofilm induced
CR_03950W_A,,RRF1,,,0.4315,,,,1,76,786,0.056090714487661064,6,630,0.8015267175572519,0.799247867125216,0.0,ORF|Uncharacterized,Ortholog(s) have role in mitochondrial translation and mitochondrion localization
CR_03960C_A,,MON1,,,0.7370,,aut12,No,3,53,1698,0.07789275898816535,2,1406,0.8280329799764429,0.8280327215623704,0.0,ORF|Uncharacterized,"Protein required for fusion of cvt-vesicles and autophagosomes with the vacuole; plays a role in autophagy, protein targeting to vacuole and vesicle docking; flow model biofilm induced"
CR_03970C_A,SEC22,SEC22,,,0.9280,,sec22,Yes,6,140,728,0.406019330369887,7,326,0.500768049155146,0.4953202886857664,0.0,ORF|Uncharacterized,"Ortholog(s) have SNAP receptor activity and role in ER to Golgi vesicle-mediated transport, retrograde vesicle-mediated transport, Golgi to ER, vesicle fusion with Golgi apparatus"
CR_03980W_A,,YJR056C,,,0.9685,,,,10,778,729,0.592615647081878,1,164,0.22496570644718794,0.223837173083295,0.22659147487679723,ORF|Uncharacterized,Protein of unknown function; rat catheter and Spider biofilm induced
CR_03990C_A,GCD1,GCD1,,,,No,tif223,Yes,2,31,1443,0.0577962577962578,0,1361,0.9431739431739432,0.9431701734491299,0.0,ORF|Uncharacterized,Putative translation initiation factor; transcript regulated by Mig1; repressed upon phagocytosis by murine macrophage
CR_04000W_A,RPT4,RPT4,,NaN,,No,rpt4,No,0,0,1287,0.0,0,1287,1.0,0.999980979990858,0.0,ORF|Uncharacterized,26S proteasome regulatory subunit; regulated by Gcn2p and Gcn4p; protein level decreases in stationary phase cultures
CR_04010C_A,MRPL40,MRPL40,,,0.2840,,,,0,0,1017,0.0,0,1017,1.0,0.9997170620600901,0.0,ORF|Uncharacterized,Putative mitochondrial ribosomal protein; Spider biofilm repressed
CR_04020C_A,,CDC31,,NaN,,No,cdc31,Yes,0,0,697,0.0,0,606,1.0,0.9830434644897993,0.0,ORF|Uncharacterized,Ortholog(s) have structural constituent of cytoskeleton activity
CR_04030W_A,NIP100,NIP100,,,0.7590,No,ssm4,No,3,3,2688,0.04793636204481792,0,1592,0.5922619047619048,0.5922619047526307,0.0,ORF|Verified,p150 subunit of dynactin; required for normal spindle formation and position
CR_04040C_A,SPT14,SPT14,,,,?,gpi3,Yes,0,0,1359,0.0,2,1359,1.0,0.9999907418772642,0.0,ORF|Uncharacterized,Putative DNA-binding transcription factor; predicted role in regulation of biogenesis of the cell wall; upregulated in biofilm; protein newly produced during adaptation to the serum
CR_04050C_A,MEX67,MEX67,,,,No,mex67,No,1,1,1854,0.029161390178697056,0,1274,0.6871628910463862,0.6871628459824691,0.0,ORF|Uncharacterized,Nuclear export protein; has NTF2-like domain; interacts with Mtr2p via the NTF2-like domain
CR_04060C_A,DAP1,DAP1,,,1.0165,No,dap1,No,11,1385,468,1.1622992392223161,0,128,0.27350427350427353,0.2559551791028584,0.0,ORF|Uncharacterized,Similar to mammalian membrane-associated progesterone receptors involved in DNA damage response; induced in core stress response; Hog1 regulated; clade-associated expression; Hap43-repressed
CR_04070W_A,NAT5,NAT5,,,1.0000,,naa50,No,5,187,528,0.4602688977688978,8,202,0.38257575757575757,0.3687021388112141,0.14918586992415392,ORF|Uncharacterized,Subunit of the N-terminal acetyltransferase NatA; Spider biofilm repressed
CR_04080C_A,,SEC63,,,,No,sec63,No,0,0,2022,0.0,1,2022,1.0,0.999999987777655,0.0,ORF|Verified,Endoplasmic reticulum (ER) protein-translocation complex subunit
CR_04090C_A,ADE17,ADE17,,Yes,1.0050,,ade10,No,1,1,1779,0.02332771219786397,0,1735,0.9752670039347948,0.9752668685363733,0.0,ORF|Uncharacterized,"5-Aminoimidazole-4-carboxamide ribotide transformylase, enzyme of adenine biosynthesis; antigenic in human; soluble protein in hyphae; not induced during GCN response, in contrast to the S. cerevisiae ortholog"
CR_04100C_A,RPL15A,RPL15B,,NaN,1.0435,,rpl15,No,0,0,615,0.0,0,615,1.0,0.9844802434215911,0.0,ORF|Uncharacterized,Putative ribosomal protein; repressed upon phagocytosis by murine macrophage; positively regulated by Tbf1; Spider biofilm repressed
CR_04110W_A,,NAF1,,,,No,SPBC30D10.15,Yes,7,132,1746,0.17120212996501655,5,1205,0.6901489117983963,0.6901487785229845,0.0,ORF|Uncharacterized,Putative RNA-binding protein; role in assembly of box H/ACA snoRNPs and thus pre-rRNA processing; Spider biofilm induced
CR_04120C_A,,MSH1,,,1.0235,No,msh1,No,22,2745,2772,0.3292902066486972,3,805,0.2904040404040404,0.2904040404020773,0.2532457254658621,ORF|Uncharacterized,"Ortholog(s) have DNA-dependent ATPase activity, dinucleotide insertion or deletion binding, guanine/thymine mispair binding activity, role in mismatch repair, mitochondrial DNA repair and mitochondrion localization"
CR_04130C_A,EAF7,EAF7,,,0.8620,No,,,5,277,1338,0.1700990976028345,1,491,0.36696562032884905,0.3669614290243428,0.0,ORF|Verified,Subunit of the NuA4 histone acetyltransferase complex
CR_04140W_A,,NAM9,,,,,nam9,Yes,0,0,1386,0.0,0,1386,1.0,0.9999929325234649,0.0,ORF|Uncharacterized,"Putative mitochondrial ribosomal component of the small subunit; possibly an essential gene, disruptants not obtained by UAU1 method; Spider biofilm repressed"
CR_04150W_A,,MTQ1,,,1.0200,,SPAC29B12.05c,No,9,1223,921,0.44963057122427896,4,226,0.24538545059717698,0.2452042061536489,0.20511267401880914,ORF|Uncharacterized,"Ortholog(s) have S-adenosylmethionine-dependent methyltransferase activity, role in translational readthrough and mitochondrion localization"
CR_04160C_A,,GCD10,,,,No,gcd10,No,0,0,1362,0.0,0,1362,1.0,0.9999910154936835,0.0,ORF|Uncharacterized,"Ortholog(s) have tRNA (adenine-N1-)-methyltransferase activity, role in tRNA methylation and nucleus, tRNA (m1A) methyltransferase complex localization"
CR_04170W_A,,NOP2,,,,No,nop2,Yes,1,1,1857,0.021244469785760292,0,1242,0.6688206785137318,0.6688206359489807,0.0,ORF|Uncharacterized,"Ortholog(s) have rRNA (cytosine-C5-)-methyltransferase activity and role in assembly of large subunit precursor of preribosome, maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), rRNA base methylation"
CR_04180C_A,,ARP5,,,,No,arp5,No,3,299,2331,0.060172763562594066,1,1996,0.8562848562848563,0.8562848558086414,0.0,ORF|Uncharacterized,"Ortholog(s) have ATP-dependent 3'-5' DNA helicase activity, role in nucleosome mobilization and Ino80 complex localization"
CR_04190W_A,SRV2,SRV2,,,0.3690,No,cap1,No,8,612,1638,0.24808240192855577,3,787,0.4804639804639805,0.4804637072481004,0.0,ORF|Verified,Adenylate cyclase-associated protein; regulates adenylate cyclase activity; required for wild-type germ tube formation and for virulence in mice; mutant defects in filamentous growth are rescued by cAMP or dbcAMP; Spider biofilm repressed
CR_04200W_A,YDJ1,YDJ1,,No,0.6488,No,mas5,No,2,117,1182,0.09120786151243004,0,801,0.6776649746192893,0.6776281431009596,0.0,ORF|Uncharacterized,Putative type I HSP40 co-chaperone; heavy metal (cadmium) stress-induced
CR_04210C_A,QDR1,QDR1,,No,1.0125,No,SPCC1529.01,No,4,101,1530,0.1417140064748641,0,686,0.44836601307189544,0.4483652622873084,0.0,ORF|Verified,"Putative antibiotic resistance transporter; regulated by white-opaque switch, Nrg1, Tup1; Hap43, caspofungin repressed; repressed during chlamydospore formation; flow model biofilm induced; Spider biofilm repressed"
CR_04220C_A,,,,,,,,,9,894,1494,0.3020990210843374,1,506,0.3386880856760375,0.3386872727925882,0.13606012227743547,ORF|Uncharacterized,Protein of unknown function; Spider biofilm induced
CR_04230W_A,,NRK1,,,1.0088,No,nrk1,No,6,603,729,0.39441504997060556,1,285,0.39094650205761317,0.3889853312727992,0.0,ORF|Uncharacterized,"Ortholog(s) have ribosylnicotinamide kinase activity, role in NAD biosynthesis via nicotinamide riboside salvage pathway, nicotinamide riboside metabolic process and cytoplasm localization"
CR_04240C_A,,KRE33,,,,?,nat10,,0,0,3129,0.0,0,3129,1.0,0.9999999999998097,0.0,ORF|Uncharacterized,Ortholog of S. cerevisiae Kre33; essential; S. cerevisiae ortholog is essential and is required for biogenesis of the small ribosomal subunit
CR_04250W_A,,,,,,,,,15,1893,1473,0.4789787605469887,0,336,0.22810590631364563,0.2281052309051953,0.23773610794582672,ORF|Uncharacterized,"Protein with a DNA-binding domain, similar to S. cerevisiae meiosis-specific transcription factor Ndt80p"
CR_04260W_A,SNP3,LSM2,,,,No,lsm2,Yes,0,0,370,0.0,0,291,1.0,0.7130001627522816,0.0,ORF|Uncharacterized,Putative U6 snRNA-associated protein; transcript regulated by Mig1
CR_04270C_A,,YER137C,,,1.0165,,,,7,1383,447,0.7707545251169412,7,152,0.3400447427293065,0.3135252533788285,0.2251699020627239,ORF|Uncharacterized,"Has domain(s) with predicted nucleic acid binding, zinc ion binding activity"
CR_04275W_A,SCR1,,,,,,,,1,1,265,0.18572898799313894,2,245,0.9245283018867925,0.6074247673773857,0.0,ncRNA|Uncharacterized,Putative ortholog of S. cerevisiae signal recognition particle (SRP) RNA; gene transcribed by RNA Pol III
CR_04280C_A,,RFT1,,,,No,rft1,Yes,1,121,1686,0.029183691401959495,0,1678,0.9952550415183867,0.9952546913167011,0.0,ORF|Uncharacterized,"S. cerevisiae ortholog Rft1p has role in glycolipid translocation, protein N-linked glycosylation and localizes to endoplasmic reticulum membrane; regulated by Sef1p-, Sfu1p-, and Hap43p"
CR_04290W_A,HAP31,HAP3,,,0.8702,No,php3,No,3,282,318,0.38993710691823896,0,200,0.6289308176100629,0.48109924765016643,0.0,ORF|Verified,"Putative CCAAT-binding transcription factor; regulates CYC1; required for resistance to rapamycin, copper; induced in high iron; repressed in low iron; Sef1, Sfu1, and Hap43 regulated; rat catheter and Spider biofilm induced"
CR_04300W_A,,NCL1,,,1.0082,,trm402,No,7,386,2142,0.13056031474078306,3,581,0.27124183006535946,0.271241829066837,0.11756636162465726,ORF|Uncharacterized,"Ortholog(s) have tRNA (cytosine-5-)-methyltransferase activity, tRNA binding activity, role in cellular response to hydrogen peroxide, wobble base cytosine methylation and nucleus localization"
CR_04310C_A,,RRN10,,,NaN,,,,1,94,588,0.06794465358959118,0,473,0.8044217687074829,0.7881459053974379,0.0,ORF|Uncharacterized,"Ortholog(s) have RNA polymerase I upstream control element sequence-specific DNA binding, transcription factor activity, RNA polymerase I upstream control element sequence-specific binding activity"
CR_04320C_A,,,,,,,,,0,0,388,0.0,0,388,1.0,0.8676111264579346,0.0,long_terminal_repeat,"Long terminal repeat (LTR) associated with the transposon Tca1; about 388 bp long, 5-10 copies per genome"
CR_04330W_A,,,,,,,,,0,0,1200,0.0,0,1200,1.0,0.9999546021312976,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_29660, C. parapsilosis CDC317 : CPAR2_205200, Candida tenuis NRRL Y-1498 : CANTEDRAFT_96118 and Debaryomyces hansenii CBS767 : DEHA2F21428g"
CR_04340W_A,PIM1,PIM1,,,0.3330,No,lon1,No,3,14,3237,0.03429101019462465,1,1313,0.40562248995983935,0.40562248995981315,0.0,ORF|Uncharacterized,"ATP-dependent Lon protease; role in degradation of misfolded proteins in mitochondria, biogenesis and maintenance of mitochondria; rat catheter biofilm induced"
CR_04350C_A,,,,,,No,mlo2,No,6,712,1347,0.16264062589229625,6,551,0.40905716406829995,0.4090528941284001,0.0,ORF|Uncharacterized,"Ortholog(s) have role in mitotic sister chromatid segregation and cytosol, nucleus localization"
CR_04360C_A,NHP2,NHP2,,,,No,nhp2,Yes,0,0,480,0.0,0,480,1.0,0.9426758241011313,0.0,ORF|Uncharacterized,Putative H/ACA snoRNP protein; macrophage/pseudohyphal-induced
CR_04370W_A,,,,,,,,,1,264,786,0.04973504213647081,0,710,0.9033078880407125,0.9007396597760372,0.0,ORF|Uncharacterized,Protein of unknown function; flow model biofilm induced
CR_04380C_A,SEC26,SEC26,,,,No,sec26,Yes,1,4,2859,0.016096879685547055,0,1927,0.6740118922700244,0.6740118922681155,0.0,ORF|Verified,Secretory vesicles coatomer complex protein
CR_04390C_A,,,,,,No,,,14,1766,2388,0.26932762245230624,4,580,0.24288107202680068,0.24288107195041173,0.2043107414912932,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_29750, C. parapsilosis CDC317 : CPAR2_205260, Candida tenuis NRRL Y-1498 : CANTEDRAFT_91782 and Debaryomyces hansenii CBS767 : DEHA2F19294g"
CR_04400W_A,,,,,,,,,1,9,225,0.20170274170274172,5,148,0.6577777777777778,0.3697872094715472,0.0,ORF|Uncharacterized,Protein of unknown function
CR_04410W_A,,,,,,No,,,3,112,1326,0.1028987556561086,0,565,0.42609351432880843,0.42608802722135825,0.0,ORF|Uncharacterized,Protein with a UV radiation resistance protein/autophagy-related protein 14 domain; Hap43p-induced gene; mutants are viable
CR_04420C_A,RBR2,TIP1,,,1.0043,No,,,1,7,507,0.09283914091606399,4,465,0.9171597633136095,0.8764728800217796,0.0,ORF|Uncharacterized,Cell wall protein; expression repressed by Rim101; transcript regulated upon white-opaque switching; repressed by alpha pheromone in SpiderM medium; macrophage-induced gene
CR_04430W_A,,,,,,,,,2,913,315,0.29703055825504804,2,156,0.49523809523809526,0.3761387398224169,0.0,ORF|Dubious,Ortholog of Candida albicans WO-1 : CAWG_01778
CR_04440C_A,RBR1,,,,,No,,,1,159,336,0.13433779761904763,2,171,0.5089285714285714,0.404984846158989,0.0,ORF|Verified,Glycosylphosphatidylinositol (GPI)-anchored cell wall protein; required for filamentous growth at acidic pH; expression repressed by Rim101 and activated by Nrg1; Hap43-induced
CR_04450C_A,,TAF5,,,,No,taf5,Yes,1,1,2397,0.02025279346931412,0,1299,0.541927409261577,0.5419274091058043,0.0,ORF|Uncharacterized,"Ortholog(s) have chromatin binding, protein complex scaffold, ubiquitin binding activity and role in histone acetylation, transcription from RNA polymerase II promoter"
CR_04460C_A,,,,,,,,,2,19,798,0.13037166085946572,3,432,0.5413533834586466,0.5399878479911623,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_29810, C. parapsilosis CDC317 : CPAR2_206030, Candida tenuis NRRL Y-1498 : CANTEDRAFT_102086 and Debaryomyces hansenii CBS767 : DEHA2F14014g"
CR_04470W_A,GPI2,GPI2,,,,?,gpi2,Yes,2,5,915,0.11641106998060992,3,861,0.940983606557377,0.9402456415257344,0.0,ORF|Verified,Subunit of the GPI-N-acetylglucosaminyl transferase (GPI-GnT) that catalyzes the first step in GPI anchor biosynthesis
CR_04480C_A,LAP3,LAP3,,,NaN,,,,6,349,1530,0.20479844111557666,1,814,0.5320261437908497,0.5320252529181764,0.1333416255120265,ORF|Uncharacterized,Putative aminopeptidase; positively regulated by Sfu1; clade-associated gene expression; virulence-group-correlated expression; induced by alpha pheromone in SpiderM medium; Hap43-induced; Spider and flow model biofilm induced
CR_04490C_A,,,,,,No,pdf1,Yes,27,2754,951,1.4614197886205071,7,160,0.16824395373291273,0.16815187694506584,0.3544489696703363,ORF|Uncharacterized,Has domain(s) with predicted palmitoyl-(protein) hydrolase activity and role in cellular protein modification process
CR_04500C_A,,,,,,No,isp7,No,3,488,1122,0.12102750190985485,1,564,0.5026737967914439,0.5026240175683713,0.0,ORF|Uncharacterized,"Has domain(s) with predicted oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors activity"
CR_04510W_A,HXK2,HXK2,,No,0.8722,,hxk1,No,5,59,1455,0.15082355729351818,0,1037,0.7127147766323024,0.7127122501371129,0.0,ORF|Uncharacterized,Hexokinase II; antigenic in humans; repressed by human neutrophils; Efg1-regulated; fluconazole-induced; gene regulation by Ssn6; present in exponential and stationary growth phase; flow model biofilm induced; Spider biofilm repressed
CR_04520W_A,MIM1,MIM1,,,,,tom13,No,0,0,390,0.0,0,390,1.0,0.8698915256370021,0.0,ORF|Uncharacterized,Predicted mitochondrial protein involved in outer membrane protein import; rat catheter biofilm repressed
CR_04530W_A,FUM11,FUM1,,,0.8180,No,fum1,,4,447,1389,0.12762712316348024,4,681,0.490280777537797,0.49027741489684534,0.0,ORF|Uncharacterized,"Fumarate hydratase; induced in high iron; protein in exponential and stationary-phase yeast cells, but higher in stationary phase; rat catheter biofilm repressed"
CR_04540C_A,RPR2,RPR2,,,,No,rpr2,Yes,0,0,426,0.0,5,426,1.0,0.9055096310498407,0.0,ORF|Uncharacterized,"Ortholog(s) have ribonuclease P activity, role in intronic box C/D snoRNA processing, tRNA processing and cytosol, nucleolar ribonuclease P complex localization"
CR_04550W_A,PRE6,PRE6,,Yes,,No,pre6,No,2,15,937,0.1179709386299086,4,550,0.7304116865869854,0.7275263251195349,0.0,ORF|Uncharacterized,Putative alpha-4 subunit of the proteasome; reported as macrophage-induced protein and macrophage/pseudohyphal-repressed gene; regulated by Gcn2p and Gcn4p; removed from/reinstated in Assembly 20 (see Locus History)
CR_04560C_A,,RAD27,,,0.8165,No,rad2,No,1,38,1119,0.04104811065316847,0,1072,0.9579982126899017,0.9579004542886358,0.0,ORF|Uncharacterized,"Ortholog(s) have 5'-3' exodeoxyribonuclease activity involved in UV-damage excision repair, 5'-flap endonuclease activity, double-stranded DNA 5'-3' exodeoxyribonuclease activity, single-stranded DNA 5'-3' exodeoxyribonuclease activity"
CR_04570C_A,CDC10,CDC10,,No,,No,spn2,No,4,299,1074,0.1818489619403789,0,301,0.2802607076350093,0.2802158579974829,0.0,ORF|Verified,"Septin, required for wild-type cell, hyphal, or chlamydospore morphology; role in virulence and kidney tissue invasion in mouse infection; forms ring at sites of cell division and filaments in mature chlamydospore; Spider biofilm repressed"
CR_04580W_A,,MRPL32,,,NaN,,,,1,1,624,0.08764114326040932,3,369,0.5913461538461539,0.5829472872651875,0.0,ORF|Uncharacterized,"Ortholog(s) have structural constituent of ribosome activity and mitochondrial inner membrane, mitochondrial large ribosomal subunit localization"
CR_04590C_A,PDX3,PDX3,,,0.4735,No,pdx3,No,3,165,810,0.19382716049382717,1,365,0.4506172839506173,0.4496088707280668,0.0,ORF|Uncharacterized,"Pyridoxamine-phosphate oxidase; transcript regulated by yeast-hypha switch and by Nrg1, Mig1, Tup1; Hap43, caspofungin repressed; present in exponential and stationary phase yeast cultures"
CR_04600W_A,,,,,,No,jmj1,No,17,1332,1659,0.523517089502802,5,467,0.2814948764315853,0.2814947466796621,0.2709536748918501,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_29980, C. parapsilosis CDC317 : CPAR2_204170, Candida tenuis NRRL Y-1498 : CANTEDRAFT_110235 and Debaryomyces hansenii CBS767 : DEHA2F17072g"
CR_04610C_A,,ATG22,,,0.9390,No,,,21,2010,1503,0.7270791749833666,1,238,0.15834996673320026,0.15834961938910164,0.21623802905145542,ORF|Uncharacterized,"Ortholog of a S. cerevisiae Atg22; a vacuolar integral membrane protein required for efflux of amino acids during autophagic body breakdown in the vacuole; possibly an essential gene, disruptants not obtained by UAU1 method"
CR_04620C_A,,DTR1,,,0.9992,No,SPCC1529.01,No,29,2319,1518,0.9792383866717665,0,218,0.14361001317523056,0.14360974204207372,0.31332222267293836,ORF|Uncharacterized,"Predicted membrane transporter, member of the drug:proton antiporter (12 spanner) (DHA1) family, major facilitator superfamily (MFS)"
CR_04630C_A,DIT2,DIT2,,,0.9818,No,,,4,291,1164,0.1764125964734381,0,431,0.3702749140893471,0.37025082073741894,0.0,ORF|Verified,"Monooxygenase of the cytochrome P450 family; produces N,N'-bisformyl dityrosine from N-formyltyrosine; regulated by Nrg1, Mig1, and Tup1; role in chlamydospore formation; Spider biofilm induced"
CR_04640W_A,DIT1,DIT1,,,1.0065,No,,,15,1712,1527,0.5718800717519432,0,383,0.2508185985592665,0.25081816577525046,0.23705242160653578,ORF|Uncharacterized,Ortholog(s) have catalytic activity and role in ascospore wall assembly
CR_04650W_A,,RBL2,,,0.9835,,,,1,25,288,0.1702952952952953,5,156,0.5416666666666666,0.38286203642568245,0.0,ORF|Uncharacterized,Protein involved in microtubule morphogenesis; required for protection from excess free beta-tubulin; possibly involved the beta-tubulin folding; Spider biofilm repressed
